,Name,Individual voxel z-score,Individual voxel Posterior prob,Seed-based network Func conn. (r),Seed-based network Meta-analytic coact. (r),x,y,z,"x, y, z"
327,dimensional,0.0,0.46,0.0,-0.0,20,20,20,"20, 20, 20"
328,dimensions,0.0,0.57,0.02,-0.0,20,20,20,"20, 20, 20"
329,disability,-0.0,0.0,0.01,0.0,20,20,20,"20, 20, 20"
330,discriminate,0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
331,discriminated,0.0,0.6,-0.01,0.02,20,20,20,"20, 20, 20"
332,discrimination,0.0,0.6,0.0,-0.0,20,20,20,"20, 20, 20"
333,discrimination task,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
334,discriminative,-0.0,0.0,-0.03,-0.0,20,20,20,"20, 20, 20"
335,disease,-0.0,0.55,0.0,-0.0,20,20,20,"20, 20, 20"
336,disease ad,0.0,0.7,-0.0,-0.0,20,20,20,"20, 20, 20"
337,disease pd,0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
338,diseases,-0.0,0.6,0.01,-0.0,20,20,20,"20, 20, 20"
339,disgust,0.0,0.56,-0.06,-0.01,20,20,20,"20, 20, 20"
340,disorder,-0.0,0.54,0.01,0.01,20,20,20,"20, 20, 20"
341,disorder adhd,0.0,0.51,0.0,-0.0,20,20,20,"20, 20, 20"
342,disorder mdd,-0.0,0.62,0.01,-0.0,20,20,20,"20, 20, 20"
343,disorder ocd,0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
344,disorder ptsd,0.0,0.75,-0.01,-0.0,20,20,20,"20, 20, 20"
345,disorders,0.0,0.62,-0.02,-0.0,20,20,20,"20, 20, 20"
346,distraction,0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
347,distractor,0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
348,distractors,0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
349,divided,0.0,0.69,0.06,0.03,20,20,20,"20, 20, 20"
350,dlpfc,-0.0,0.34,0.04,-0.01,20,20,20,"20, 20, 20"
351,dmn,-0.0,0.59,-0.0,-0.0,20,20,20,"20, 20, 20"
352,dmpfc,0.0,0.7,0.02,0.0,20,20,20,"20, 20, 20"
353,domain general,-0.0,-0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
354,dominance,-0.0,0.74,-0.0,-0.0,20,20,20,"20, 20, 20"
355,dominant,0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
356,dopamine,-0.0,0.51,0.02,0.0,20,20,20,"20, 20, 20"
357,dopaminergic,-0.0,0.39,0.0,0.0,20,20,20,"20, 20, 20"
358,dorsal,-0.0,0.45,-0.0,-0.0,20,20,20,"20, 20, 20"
359,dorsal anterior,0.0,0.39,0.08,0.03,20,20,20,"20, 20, 20"
360,dorsal attention,0.0,-0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
361,dorsal medial,0.0,0.6,0.02,0.0,20,20,20,"20, 20, 20"
362,dorsal premotor,-0.0,-0.0,-0.04,-0.02,20,20,20,"20, 20, 20"
363,dorsal striatum,0.0,0.57,0.11,0.02,20,20,20,"20, 20, 20"
364,dorsal ventral,0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
365,dorsolateral,-0.0,0.48,0.05,0.02,20,20,20,"20, 20, 20"
366,dorsolateral pfc,-0.0,-0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
367,dorsolateral prefrontal,-0.0,0.46,0.05,0.03,20,20,20,"20, 20, 20"
368,dorsomedial,-0.0,0.59,0.03,0.0,20,20,20,"20, 20, 20"
369,dorsomedial prefrontal,-0.0,0.6,0.02,-0.0,20,20,20,"20, 20, 20"
370,drug,0.0,0.55,0.0,-0.0,20,20,20,"20, 20, 20"
371,drugs,0.0,0.6,0.0,-0.0,20,20,20,"20, 20, 20"
372,dyslexia,0.0,0.0,-0.02,-0.0,20,20,20,"20, 20, 20"
373,dysregulation,0.0,0.6,-0.0,0.0,20,20,20,"20, 20, 20"
374,early visual,0.0,0.49,-0.01,-0.01,20,20,20,"20, 20, 20"
375,eating,-0.0,0.72,0.01,0.01,20,20,20,"20, 20, 20"
376,economic,-0.0,-0.0,0.02,-0.0,20,20,20,"20, 20, 20"
377,education,-0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
378,efficiency,-0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
379,effort,-0.0,0.39,0.0,0.04,20,20,20,"20, 20, 20"
380,effortful,-0.0,0.0,-0.0,0.0,20,20,20,"20, 20, 20"
381,elderly,0.0,0.64,0.0,0.0,20,20,20,"20, 20, 20"
382,electrical,0.0,0.51,-0.07,-0.01,20,20,20,"20, 20, 20"
383,emotion regulation,-0.0,0.51,-0.03,-0.01,20,20,20,"20, 20, 20"
384,emotional,0.0,0.52,-0.04,-0.01,20,20,20,"20, 20, 20"
385,emotional faces,0.0,0.57,-0.04,-0.0,20,20,20,"20, 20, 20"
386,emotional information,0.0,0.59,-0.02,0.0,20,20,20,"20, 20, 20"
387,emotional responses,0.0,0.57,0.01,-0.0,20,20,20,"20, 20, 20"
388,emotional stimuli,-0.0,0.65,-0.05,-0.0,20,20,20,"20, 20, 20"
389,emotional valence,-0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
390,emotionally,0.0,0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
391,emotions,0.0,0.54,-0.05,-0.01,20,20,20,"20, 20, 20"
392,empathic,-0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
393,empathy,-0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
394,encode,0.0,0.7,-0.01,-0.0,20,20,20,"20, 20, 20"
395,encoded,0.0,0.34,-0.02,0.0,20,20,20,"20, 20, 20"
396,encoding,-0.0,0.55,-0.03,-0.02,20,20,20,"20, 20, 20"
397,encoding retrieval,0.0,0.76,-0.02,-0.01,20,20,20,"20, 20, 20"
398,endogenous,0.0,0.54,-0.02,-0.0,20,20,20,"20, 20, 20"
399,engagement,0.0,0.43,0.01,0.0,20,20,20,"20, 20, 20"
400,english,0.0,0.72,-0.0,-0.01,20,20,20,"20, 20, 20"
401,epilepsy,-0.0,0.65,0.02,0.02,20,20,20,"20, 20, 20"
402,episode,0.0,0.41,0.01,-0.0,20,20,20,"20, 20, 20"
403,episodes,-0.0,0.73,-0.0,-0.0,20,20,20,"20, 20, 20"
404,episodic,0.0,0.62,-0.04,-0.02,20,20,20,"20, 20, 20"
405,episodic memory,0.0,0.61,-0.04,-0.02,20,20,20,"20, 20, 20"
406,erp,0.0,0.65,0.01,-0.0,20,20,20,"20, 20, 20"
407,error,0.0,0.53,0.02,-0.0,20,20,20,"20, 20, 20"
408,errors,0.0,0.43,0.01,-0.0,20,20,20,"20, 20, 20"
409,estimation,0.0,0.46,0.0,0.0,20,20,20,"20, 20, 20"
410,evaluation,-0.0,0.25,0.02,-0.0,20,20,20,"20, 20, 20"
411,evaluations,0.0,0.0,0.02,-0.0,20,20,20,"20, 20, 20"
412,events,-0.0,0.29,-0.02,-0.0,20,20,20,"20, 20, 20"
413,everyday,-0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
414,everyday life,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
415,executed,-0.0,-0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
416,execution,-0.0,0.4,-0.05,-0.02,20,20,20,"20, 20, 20"
417,executive,0.0,0.58,0.02,-0.01,20,20,20,"20, 20, 20"
418,executive control,0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
419,executive function,-0.0,0.46,-0.0,-0.0,20,20,20,"20, 20, 20"
420,executive functions,0.0,0.67,0.0,-0.0,20,20,20,"20, 20, 20"
421,expectancy,-0.0,0.0,0.0,-0.01,20,20,20,"20, 20, 20"
422,expectation,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
423,expectations,-0.0,0.0,-0.02,-0.0,20,20,20,"20, 20, 20"
424,experience,0.0,0.14,-0.01,-0.0,20,20,20,"20, 20, 20"
425,experiences,-0.0,-0.0,-0.01,0.0,20,20,20,"20, 20, 20"
426,experiencing,0.0,-0.0,0.01,0.0,20,20,20,"20, 20, 20"
427,expertise,0.0,0.59,0.01,-0.01,20,20,20,"20, 20, 20"
428,explicit,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
429,exploration,-0.0,0.61,-0.0,-0.0,20,20,20,"20, 20, 20"
430,exploratory,-0.0,0.52,-0.0,-0.0,20,20,20,"20, 20, 20"
431,expressed,-0.0,0.73,-0.01,-0.0,20,20,20,"20, 20, 20"
432,expression,0.0,0.67,-0.02,-0.01,20,20,20,"20, 20, 20"
433,expressions,-0.0,0.69,-0.06,-0.01,20,20,20,"20, 20, 20"
434,externally,0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
435,extinction,0.0,0.62,-0.0,-0.01,20,20,20,"20, 20, 20"
436,extrastriate,0.0,0.52,0.0,-0.01,20,20,20,"20, 20, 20"
437,eye,-0.0,0.48,-0.04,-0.02,20,20,20,"20, 20, 20"
438,eye field,0.0,-0.0,-0.03,-0.01,20,20,20,"20, 20, 20"
439,eye fields,-0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
440,eye movement,0.0,0.78,-0.01,-0.01,20,20,20,"20, 20, 20"
441,eye movements,-0.0,0.53,-0.04,-0.02,20,20,20,"20, 20, 20"
442,eyes,-0.0,0.46,0.02,-0.01,20,20,20,"20, 20, 20"
443,fa,4.1,0.84,0.05,-0.0,20,20,20,"20, 20, 20"
444,face,-0.0,0.57,-0.0,-0.02,20,20,20,"20, 20, 20"
445,face ffa,0.0,-0.0,0.03,-0.01,20,20,20,"20, 20, 20"
446,face recognition,0.0,0.0,0.0,-0.01,20,20,20,"20, 20, 20"
447,faces,-0.0,0.52,-0.02,-0.02,20,20,20,"20, 20, 20"
448,facial,0.0,0.61,-0.05,-0.01,20,20,20,"20, 20, 20"
449,facial expression,0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
450,facial expressions,0.0,0.73,-0.05,-0.01,20,20,20,"20, 20, 20"
451,familiar,0.0,0.49,-0.0,-0.01,20,20,20,"20, 20, 20"
452,familiarity,0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
453,family,0.0,0.51,-0.0,-0.0,20,20,20,"20, 20, 20"
454,fasciculus,0.0,0.64,-0.02,-0.01,20,20,20,"20, 20, 20"
455,fc,0.0,0.56,-0.0,-0.0,20,20,20,"20, 20, 20"
456,fear,0.0,0.69,-0.05,-0.0,20,20,20,"20, 20, 20"
457,fearful,0.0,0.54,-0.06,-0.01,20,20,20,"20, 20, 20"
458,fearful faces,-0.0,0.59,-0.05,-0.01,20,20,20,"20, 20, 20"
459,feature,,0.48,0.0,0.0,20,20,20,"20, 20, 20"
460,features,0.0,0.35,0.0,0.0,20,20,20,"20, 20, 20"
461,feeling,-0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
462,feelings,0.0,0.73,-0.03,-0.0,20,20,20,"20, 20, 20"
463,female,0.0,0.5,-0.02,-0.0,20,20,20,"20, 20, 20"
464,females,-0.0,0.49,0.01,-0.0,20,20,20,"20, 20, 20"
465,ffa,-0.0,0.57,0.02,-0.01,20,20,20,"20, 20, 20"
466,fiber,-0.0,0.83,0.04,-0.01,20,20,20,"20, 20, 20"
467,finger,0.0,0.44,-0.08,-0.02,20,20,20,"20, 20, 20"
468,finger movements,-0.0,-0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
469,finger tapping,-0.0,0.64,-0.03,-0.01,20,20,20,"20, 20, 20"
470,fixation,-0.0,0.47,-0.01,0.0,20,20,20,"20, 20, 20"
471,flexibility,0.0,0.57,0.0,-0.0,20,20,20,"20, 20, 20"
472,fluency,0.0,0.64,0.01,-0.0,20,20,20,"20, 20, 20"
473,focus,-0.0,0.6,0.01,-0.0,20,20,20,"20, 20, 20"
474,food,-0.0,0.43,-0.01,-0.0,20,20,20,"20, 20, 20"
475,foot,0.0,-0.0,-0.02,-0.02,20,20,20,"20, 20, 20"
476,force,-0.0,0.6,-0.04,-0.02,20,20,20,"20, 20, 20"
477,form,0.0,0.17,-0.0,-0.01,20,20,20,"20, 20, 20"
478,forms,0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
479,frequency,0.0,0.42,0.01,-0.0,20,20,20,"20, 20, 20"
480,frontal,-0.0,0.52,0.01,-0.01,20,20,20,"20, 20, 20"
481,frontal cortex,-0.0,0.39,0.01,-0.0,20,20,20,"20, 20, 20"
482,frontal cortices,-0.0,0.72,0.02,-0.0,20,20,20,"20, 20, 20"
483,frontal eye,0.0,-0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
484,frontal gyri,-0.0,0.34,0.01,-0.0,20,20,20,"20, 20, 20"
485,frontal gyrus,0.0,0.57,-0.0,-0.01,20,20,20,"20, 20, 20"
486,frontal lobe,-0.0,0.72,0.01,-0.0,20,20,20,"20, 20, 20"
487,frontal lobes,-0.0,0.63,0.05,-0.01,20,20,20,"20, 20, 20"
488,frontal operculum,0.0,0.79,0.01,0.0,20,20,20,"20, 20, 20"
489,frontal parietal,0.0,0.61,-0.02,-0.0,20,20,20,"20, 20, 20"
490,frontal temporal,0.0,0.4,-0.01,-0.0,20,20,20,"20, 20, 20"
491,fronto,-0.0,0.66,-0.03,-0.01,20,20,20,"20, 20, 20"
492,fronto parietal,-0.0,0.55,-0.06,-0.02,20,20,20,"20, 20, 20"
493,fronto striatal,-0.0,0.75,0.07,0.0,20,20,20,"20, 20, 20"
494,fronto temporal,0.0,0.57,-0.02,-0.01,20,20,20,"20, 20, 20"
495,frontoparietal,-0.0,0.65,-0.05,-0.01,20,20,20,"20, 20, 20"
496,frontoparietal network,0.0,0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
497,frontopolar,-0.0,0.0,0.01,-0.01,20,20,20,"20, 20, 20"
498,frontotemporal,0.0,0.84,-0.04,-0.01,20,20,20,"20, 20, 20"
499,functional connectivity,0.0,0.52,-0.02,-0.01,20,20,20,"20, 20, 20"
500,fusiform,0.0,0.44,0.0,-0.02,20,20,20,"20, 20, 20"
501,fusiform face,-0.0,0.65,0.02,-0.01,20,20,20,"20, 20, 20"
502,fusiform gyri,-0.0,0.0,0.01,-0.01,20,20,20,"20, 20, 20"
503,fusiform gyrus,-0.0,0.4,0.0,-0.02,20,20,20,"20, 20, 20"
504,gain,-0.0,-0.0,0.05,0.05,20,20,20,"20, 20, 20"
505,gains,0.0,0.49,0.05,0.0,20,20,20,"20, 20, 20"
506,gambling,0.0,0.61,0.01,-0.01,20,20,20,"20, 20, 20"
507,game,0.0,0.6,0.01,0.0,20,20,20,"20, 20, 20"
508,gamma,0.0,-0.0,0.0,0.08,20,20,20,"20, 20, 20"
509,ganglia,0.0,0.58,0.09,0.07,20,20,20,"20, 20, 20"
510,gaze,0.0,-0.0,-0.03,-0.01,20,20,20,"20, 20, 20"
511,gender,0.0,0.69,0.0,0.0,20,20,20,"20, 20, 20"
512,generation,-0.0,0.44,0.02,-0.01,20,20,20,"20, 20, 20"
513,genes,-0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
514,german,-0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
515,gestures,0.0,0.61,-0.03,-0.01,20,20,20,"20, 20, 20"
516,globus,-0.0,0.78,0.0,-0.01,20,20,20,"20, 20, 20"
517,globus pallidus,-0.0,0.78,0.0,-0.01,20,20,20,"20, 20, 20"
518,gm,-0.0,0.62,0.01,-0.01,20,20,20,"20, 20, 20"
519,gm volume,-0.0,0.0,0.01,-0.01,20,20,20,"20, 20, 20"
520,goal,0.0,0.4,0.0,-0.0,20,20,20,"20, 20, 20"
521,goal directed,0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
522,goals,-0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
523,grasping,-0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
524,gyri,0.0,0.26,0.0,-0.0,20,20,20,"20, 20, 20"
525,gyrus,-0.0,0.53,-0.02,-0.01,20,20,20,"20, 20, 20"
526,gyrus anterior,-0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
527,gyrus ba,0.0,0.82,0.0,0.0,20,20,20,"20, 20, 20"
528,gyrus cerebellum,-0.0,0.73,0.01,-0.01,20,20,20,"20, 20, 20"
529,gyrus ifg,0.0,0.63,-0.0,-0.0,20,20,20,"20, 20, 20"
530,gyrus inferior,-0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
531,gyrus insula,-0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
532,gyrus medial,0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
533,gyrus mfg,-0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
534,gyrus middle,-0.0,0.38,0.0,-0.0,20,20,20,"20, 20, 20"
535,gyrus posterior,-0.0,0.5,-0.0,-0.0,20,20,20,"20, 20, 20"
536,gyrus precuneus,0.0,0.55,0.01,-0.01,20,20,20,"20, 20, 20"
537,gyrus stg,-0.0,0.67,-0.05,-0.0,20,20,20,"20, 20, 20"
538,gyrus superior,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
539,hand,-0.0,0.12,-0.07,-0.02,20,20,20,"20, 20, 20"
540,hand movements,-0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
541,handed,0.0,0.69,-0.04,-0.02,20,20,20,"20, 20, 20"
542,handedness,-0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
543,hands,-0.0,0.0,-0.05,-0.01,20,20,20,"20, 20, 20"
544,happy,-0.0,-0.0,-0.06,-0.01,20,20,20,"20, 20, 20"
545,happy faces,0.0,-0.0,-0.03,0.01,20,20,20,"20, 20, 20"
546,hc,0.0,0.62,-0.01,-0.0,20,20,20,"20, 20, 20"
547,head,0.0,0.57,0.01,-0.0,20,20,20,"20, 20, 20"
548,health,-0.0,0.61,0.01,-0.0,20,20,20,"20, 20, 20"
549,heard,0.0,-0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
550,hearing,-0.0,0.51,-0.05,-0.01,20,20,20,"20, 20, 20"
551,heart,-0.0,0.0,-0.02,-0.0,20,20,20,"20, 20, 20"
552,heart rate,-0.0,-0.0,-0.03,-0.01,20,20,20,"20, 20, 20"
553,hemisphere,-0.0,0.63,-0.01,-0.0,20,20,20,"20, 20, 20"
554,hemispheres,-0.0,0.69,-0.0,0.01,20,20,20,"20, 20, 20"
555,hemispheric,-0.0,0.63,-0.0,-0.0,20,20,20,"20, 20, 20"
556,heschl,0.0,-0.0,-0.06,-0.01,20,20,20,"20, 20, 20"
557,heschl gyrus,0.0,0.0,-0.06,-0.01,20,20,20,"20, 20, 20"
558,high risk,-0.0,0.0,0.0,-0.0,20,20,20,"20, 20, 20"
559,hippocampal,0.0,0.31,-0.04,-0.02,20,20,20,"20, 20, 20"
560,hippocampus,0.0,0.46,-0.05,-0.02,20,20,20,"20, 20, 20"
561,hoc,-0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
562,hub,0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
563,hubs,-0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
564,human,-0.0,0.51,-0.0,-0.0,20,20,20,"20, 20, 20"
565,humans,-0.0,0.34,0.0,-0.0,20,20,20,"20, 20, 20"
566,hyperactivation,-0.0,-0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
567,hyperactivity,-0.0,0.54,-0.01,-0.0,20,20,20,"20, 20, 20"
568,hyperactivity disorder,-0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
569,hypoactivation,-0.0,-0.0,0.01,0.01,20,20,20,"20, 20, 20"
570,hypothalamus,0.0,0.0,-0.03,-0.01,20,20,20,"20, 20, 20"
571,identification,-0.0,0.44,0.02,-0.0,20,20,20,"20, 20, 20"
572,ifg,-0.0,0.63,-0.01,-0.0,20,20,20,"20, 20, 20"
573,illness,-0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
574,illusion,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
575,image,-0.0,0.44,0.0,-0.0,20,20,20,"20, 20, 20"
576,imagery,-0.0,0.45,-0.02,-0.02,20,20,20,"20, 20, 20"
577,images,-0.0,0.44,0.01,-0.0,20,20,20,"20, 20, 20"
578,imagine,-0.0,0.78,-0.01,-0.0,20,20,20,"20, 20, 20"
579,imagined,0.0,0.48,-0.01,-0.0,20,20,20,"20, 20, 20"
580,imitation,-0.0,0.76,-0.02,-0.01,20,20,20,"20, 20, 20"
581,implicit,-0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
582,impulsive,0.0,0.63,-0.0,-0.0,20,20,20,"20, 20, 20"
583,impulsivity,-0.0,0.52,0.02,-0.0,20,20,20,"20, 20, 20"
584,incentive,0.0,0.47,0.07,0.01,20,20,20,"20, 20, 20"
585,incentive delay,-0.0,-0.0,0.06,0.02,20,20,20,"20, 20, 20"
586,incongruent,0.0,0.33,0.0,-0.0,20,20,20,"20, 20, 20"
587,inconsistent,0.0,0.45,-0.0,-0.0,20,20,20,"20, 20, 20"
588,incorrect,0.0,0.6,0.01,-0.0,20,20,20,"20, 20, 20"
589,index finger,0.0,0.64,-0.08,-0.01,20,20,20,"20, 20, 20"
590,individual variability,-0.0,0.65,0.01,-0.0,20,20,20,"20, 20, 20"
591,induction,-0.0,0.0,-0.02,-0.0,20,20,20,"20, 20, 20"
592,inference,-0.0,0.52,-0.01,0.0,20,20,20,"20, 20, 20"
593,inferences,0.0,0.0,0.01,-0.0,20,20,20,"20, 20, 20"
594,inferior,0.0,0.5,-0.02,-0.01,20,20,20,"20, 20, 20"
595,inferior frontal,-0.0,0.55,-0.02,-0.01,20,20,20,"20, 20, 20"
596,inferior middle,0.0,-0.0,0.02,0.0,20,20,20,"20, 20, 20"
597,inferior occipital,0.0,-0.0,0.01,-0.01,20,20,20,"20, 20, 20"
598,inferior parietal,0.0,0.09,-0.09,-0.01,20,20,20,"20, 20, 20"
599,inferior prefrontal,-0.0,0.72,0.01,-0.01,20,20,20,"20, 20, 20"
600,inferior superior,-0.0,-0.0,-0.02,-0.01,20,20,20,"20, 20, 20"
601,inferior temporal,-0.0,0.54,0.01,-0.01,20,20,20,"20, 20, 20"
602,information,-0.0,0.41,-0.0,-0.0,20,20,20,"20, 20, 20"
603,inhibit,0.0,0.0,-0.0,0.01,20,20,20,"20, 20, 20"
604,inhibition,-0.0,0.57,-0.0,0.0,20,20,20,"20, 20, 20"
605,inhibitory,0.0,0.55,-0.01,-0.0,20,20,20,"20, 20, 20"
606,inhibitory control,-0.0,0.65,-0.0,-0.0,20,20,20,"20, 20, 20"
607,injury,0.0,0.72,0.0,-0.0,20,20,20,"20, 20, 20"
608,instruction,-0.0,-0.0,0.01,-0.0,20,20,20,"20, 20, 20"
609,instructions,-0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
610,insula,-0.0,0.32,-0.06,0.0,20,20,20,"20, 20, 20"
611,insula anterior,0.0,0.49,0.01,0.01,20,20,20,"20, 20, 20"
612,insula inferior,0.0,0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
613,insular,-0.0,0.52,-0.07,-0.01,20,20,20,"20, 20, 20"
614,insular cortex,0.0,0.63,-0.07,-0.01,20,20,20,"20, 20, 20"
615,integrate,0.0,0.46,-0.01,0.01,20,20,20,"20, 20, 20"
616,integrated,0.0,0.54,-0.0,-0.0,20,20,20,"20, 20, 20"
617,integrating,0.0,0.42,0.01,-0.0,20,20,20,"20, 20, 20"
618,integration,-0.0,0.5,-0.02,-0.0,20,20,20,"20, 20, 20"
619,integrative,-0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
620,integrity,-0.0,0.78,0.06,0.02,20,20,20,"20, 20, 20"
621,intelligence,0.0,0.78,-0.0,-0.0,20,20,20,"20, 20, 20"
622,intense,0.0,-0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
623,intensity,-0.0,0.48,-0.06,-0.01,20,20,20,"20, 20, 20"
624,intention,0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
625,intentional,-0.0,-0.0,0.0,-0.0,20,20,20,"20, 20, 20"
626,intentions,-0.0,0.51,-0.02,-0.0,20,20,20,"20, 20, 20"
627,interaction,,0.53,0.0,0.0,20,20,20,"20, 20, 20"
628,interactions,-0.0,0.59,0.01,-0.0,20,20,20,"20, 20, 20"
629,interactive,-0.0,-0.0,-0.02,-0.0,20,20,20,"20, 20, 20"
630,interference,0.0,0.54,-0.0,0.0,20,20,20,"20, 20, 20"
631,interhemispheric,0.0,0.77,0.02,0.01,20,20,20,"20, 20, 20"
632,interoceptive,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
633,interpersonal,-0.0,0.49,-0.02,-0.0,20,20,20,"20, 20, 20"
634,interval,0.0,0.0,-0.0,-0.0,20,20,20,"20, 20, 20"
635,intervals,-0.0,0.51,-0.01,-0.0,20,20,20,"20, 20, 20"
636,intraparietal,-0.0,0.36,-0.09,-0.02,20,20,20,"20, 20, 20"
637,intraparietal sulcus,0.0,0.4,-0.09,-0.02,20,20,20,"20, 20, 20"
638,invasive,-0.0,0.77,-0.0,-0.0,20,20,20,"20, 20, 20"
639,ipl,-0.0,0.0,-0.03,-0.0,20,20,20,"20, 20, 20"
640,ips,-0.0,0.38,-0.07,-0.01,20,20,20,"20, 20, 20"
641,ipsilateral,0.0,0.35,-0.08,-0.02,20,20,20,"20, 20, 20"
642,iq,-0.0,0.81,0.0,-0.0,20,20,20,"20, 20, 20"
643,item,0.0,0.66,-0.01,-0.01,20,20,20,"20, 20, 20"
644,items,-0.0,0.6,-0.01,-0.01,20,20,20,"20, 20, 20"
645,judgment,-0.0,0.31,0.0,-0.0,20,20,20,"20, 20, 20"
646,judgment task,-0.0,-0.0,-0.0,-0.01,20,20,20,"20, 20, 20"
647,judgments,0.0,0.26,0.01,-0.0,20,20,20,"20, 20, 20"
648,junction,0.0,0.33,-0.05,-0.01,20,20,20,"20, 20, 20"
649,junction tpj,-0.0,0.0,-0.04,-0.01,20,20,20,"20, 20, 20"
650,knowledge,0.0,0.29,-0.0,-0.0,20,20,20,"20, 20, 20"
651,language,-0.0,0.62,-0.03,-0.02,20,20,20,"20, 20, 20"
652,language comprehension,-0.0,0.55,-0.02,-0.01,20,20,20,"20, 20, 20"
653,language network,-0.0,0.0,-0.01,-0.01,20,20,20,"20, 20, 20"
654,languages,0.0,0.73,-0.01,-0.01,20,20,20,"20, 20, 20"
655,lateral,0.0,0.55,-0.0,-0.0,20,20,20,"20, 20, 20"
656,lateral frontal,-0.0,0.75,0.06,-0.0,20,20,20,"20, 20, 20"
657,lateral medial,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
658,lateral occipital,0.0,0.64,-0.0,-0.01,20,20,20,"20, 20, 20"
659,lateral orbitofrontal,0.0,0.58,0.01,-0.0,20,20,20,"20, 20, 20"
660,lateral parietal,-0.0,0.62,-0.02,-0.01,20,20,20,"20, 20, 20"
661,lateral prefrontal,0.0,0.52,-0.0,-0.0,20,20,20,"20, 20, 20"
662,lateral temporal,0.0,0.52,-0.03,-0.01,20,20,20,"20, 20, 20"
663,lateralization,0.0,0.0,-0.01,-0.0,20,20,20,"20, 20, 20"
664,lateralized,0.0,0.27,-0.01,-0.01,20,20,20,"20, 20, 20"
665,learn,-0.0,0.49,-0.01,-0.0,20,20,20,"20, 20, 20"
666,learned,0.0,0.26,-0.01,-0.0,20,20,20,"20, 20, 20"
